form	reading	gloss_en	gloss_hi	pos	section	example_ja	example_en	audio_path	vocab_id
みどり	みどり	green	हरा	noun	20. Colors	みどりの 木が たくさん あります。	There are many green trees.		n5.vocab.20-colors.みどり
ピンク	ピンク	pink	गुलाबी	noun	20. Colors	ピンクの 花が きれいです。	The pink flowers are pretty.		n5.vocab.20-colors.ピンク
ふく	ふく	clothes	कपड़े	noun	21. Clothing and Accessories	あたらしい ふくを 買いました。	I bought new clothes.		n5.vocab.21-clothing-and-accessor.ふく
ようふく	ようふく	Western clothes	पश्चिमी कपड़े	noun	21. Clothing and Accessories	ようふくを 買いました。	I bought Western clothes.		n5.vocab.21-clothing-and-accessor.ようふく
きもの	きもの	kimono, traditional clothes	किमोनो / पारंपरिक वस्त्र	noun	21. Clothing and Accessories	お正月に きものを きます。	I wear a kimono on New Year's.		n5.vocab.21-clothing-and-accessor.きもの
うわぎ	うわぎ	jacket, coat	जैकेट	noun	21. Clothing and Accessories	うわぎを ぬぎます。	I take off my jacket.		n5.vocab.21-clothing-and-accessor.うわぎ
コート	コート	coat	कोट	noun	21. Clothing and Accessories	冬に コートを きます。	I wear a coat in winter.		n5.vocab.21-clothing-and-accessor.コート
セーター	セーター	sweater	स्वेटर	noun	21. Clothing and Accessories	さむい とき、セーターを きます。	I wear a sweater when cold.		n5.vocab.21-clothing-and-accessor.セーター
シャツ	シャツ	shirt	शर्ट	noun	21. Clothing and Accessories	白い シャツを きます。	I wear a white shirt.		n5.vocab.21-clothing-and-accessor.シャツ
Tシャツ	ティーシャツ	T-shirt	टी-शर्ट	noun	21. Clothing and Accessories	夏に Tシャツを きます。	I wear T-shirts in summer.		n5.vocab.21-clothing-and-accessor.Tシャツ
ワイシャツ	ワイシャツ	dress shirt	ड्रेस शर्ट	noun	21. Clothing and Accessories	しごとには ワイシャツを きます。	I wear a dress shirt to work.		n5.vocab.21-clothing-and-accessor.ワイシャツ
ズボン	ズボン	trousers	पतलून	noun	21. Clothing and Accessories	あたらしい ズボンを 買いました。	I bought new pants.		n5.vocab.21-clothing-and-accessor.ズボン
スカート	スカート	skirt	स्कर्ट	noun	21. Clothing and Accessories	しろい スカートを はいて います。	I'm wearing a white skirt.		n5.vocab.21-clothing-and-accessor.スカート
ネクタイ	ネクタイ	necktie	टाई	noun	21. Clothing and Accessories	ネクタイを しめます。	I tie my necktie.		n5.vocab.21-clothing-and-accessor.ネクタイ
ぼうし	ぼうし	hat, cap	टोपी	noun	21. Clothing and Accessories	ぼうしを かぶります。	I put on a hat.		n5.vocab.21-clothing-and-accessor.ぼうし
くつ	くつ	shoes	जूते	noun	21. Clothing and Accessories	くつを ぬいで ください。	Please take off your shoes.		n5.vocab.21-clothing-and-accessor.くつ
くつした	くつした	socks	मोज़े	noun	21. Clothing and Accessories	くつしたを はきます。	I put on socks.		n5.vocab.21-clothing-and-accessor.くつした
ハンカチ	ハンカチ	handkerchief	रूमाल	noun	21. Clothing and Accessories	ハンカチを もって います。	I have a handkerchief.		n5.vocab.21-clothing-and-accessor.ハンカチ
かばん	かばん	bag	बैग	noun	21. Clothing and Accessories	かばんに 本を 入れます。	I put the book in the bag.		n5.vocab.21-clothing-and-accessor.かばん
さいふ	さいふ	wallet	बटुआ	noun	21. Clothing and Accessories	さいふを わすれました。	I forgot my wallet.		n5.vocab.21-clothing-and-accessor.さいふ
めがね	めがね	glasses	चश्मा	noun	21. Clothing and Accessories	めがねを かけて います。	I wear glasses.		n5.vocab.21-clothing-and-accessor.めがね
とけい	とけい	watch, clock	घड़ी	noun	21. Clothing and Accessories	とけいを 見ます。	I look at my watch.		n5.vocab.21-clothing-and-accessor.とけい
ボタン	ボタン	button	बटन	noun	21. Clothing and Accessories	シャツの ボタンが とれました。	A button came off the shirt.		n5.vocab.21-clothing-and-accessor.ボタン
ポケット	ポケット	pocket	जेब	noun	21. Clothing and Accessories	ポケットに かぎが あります。	There's a key in my pocket.		n5.vocab.21-clothing-and-accessor.ポケット
かさ	かさ	umbrella	छाता	noun	21. Clothing and Accessories	雨ですから、かさを もって 行きます。	It's raining, so I'll bring an umbrella.		n5.vocab.21-clothing-and-accessor.かさ
お金	おかね	money	पैसा	noun	22. Money and Shopping	お金が ありません。	I have no money.		n5.vocab.22-money-and-shopping.お金
円	えん	yen	येन	noun	22. Money and Shopping	これは 千円です。	This is 1000 yen.		n5.vocab.22-money-and-shopping.円
ドル	ドル	dollar	डॉलर	noun	22. Money and Shopping	百ドル ぐらいです。	It's about 100 dollars.		n5.vocab.22-money-and-shopping.ドル
ねだん	ねだん	price	क़ीमत	noun	22. Money and Shopping	この かばんの ねだんは 高いです。	This bag's price is expensive.		n5.vocab.22-money-and-shopping.ねだん
きっぷ	きっぷ	ticket	टिकट	noun	22. Money and Shopping	えきで きっぷを 買います。	I buy a ticket at the station.		n5.vocab.22-money-and-shopping.きっぷ
きって	きって	postage stamp	डाक टिकट	noun	22. Money and Shopping	きってを 二まい 買います。	I buy two stamps.		n5.vocab.22-money-and-shopping.きって
はがき	はがき	postcard	पोस्टकार्ड	noun	22. Money and Shopping	はがきを 書きます。	I write a postcard.		n5.vocab.22-money-and-shopping.はがき
ふうとう	ふうとう	envelope	लिफ़ाफ़ा	noun	22. Money and Shopping	ふうとうに きってを はります。	I put a stamp on the envelope.		n5.vocab.22-money-and-shopping.ふうとう
てがみ	てがみ	letter	पत्र	noun	22. Money and Shopping	友だちに てがみを 書きました。	I wrote a letter to a friend.		n5.vocab.22-money-and-shopping.てがみ
にもつ	にもつ	luggage, package	सामान	noun	22. Money and Shopping	にもつが おもいです。	The luggage is heavy.		n5.vocab.22-money-and-shopping.にもつ
おみやげ	おみやげ	souvenir	उपहार / स्मारिका	noun	22. Money and Shopping	おみやげを 買いました。	I bought souvenirs.		n5.vocab.22-money-and-shopping.おみやげ
レジ	レジ	register, cashier	काउंटर / कैशियर	noun	22. Money and Shopping	レジで はらいます。	I pay at the register.		n5.vocab.22-money-and-shopping.レジ
車	くるま	car	गाड़ी	noun	23. Transport	くるまで ドライブします。	I go for a drive by car.		n5.vocab.23-transport.車
じどうしゃ	じどうしゃ	automobile	मोटरकार	noun	23. Transport	じどうしゃで 出かけます。	I'll go out by car.		n5.vocab.23-transport.じどうしゃ
じてんしゃ	じてんしゃ	bicycle	साइकिल	noun	23. Transport	じてんしゃで かいものに 行きます。	I go shopping by bicycle.		n5.vocab.23-transport.じてんしゃ
バイク	バイク	motorbike	मोटरबाइक	noun	23. Transport	バイクで 学校に 行きます。	I go to school by motorbike.		n5.vocab.23-transport.バイク
バス	バス	bus	बस	noun	23. Transport	バスで えきに 行きます。	I go to the station by bus.		n5.vocab.23-transport.バス
タクシー	タクシー	taxi	टैक्सी	noun	23. Transport	タクシーに のります。	I take a taxi.		n5.vocab.23-transport.タクシー
電車	でんしゃ	train (electric)	ट्रेन (बिजली)	noun	23. Transport	でんしゃで 学校に 行きます。	I go to school by train.		n5.vocab.23-transport.電車
きしゃ	きしゃ	train (steam, archaic but still in older N5 lists)	भाप ट्रेन	noun	23. Transport	むかしは きしゃが ありました。	There used to be steam trains.		n5.vocab.23-transport.きしゃ
ちかてつ	ちかてつ	subway	मेट्रो / सबवे	noun	23. Transport	ちかてつで 行きます。	I go by subway.		n5.vocab.23-transport.ちかてつ
ひこうき	ひこうき	airplane	हवाई जहाज़	noun	23. Transport	ひこうきで にほんに 行きます。	I go to Japan by plane.		n5.vocab.23-transport.ひこうき
ふね	ふね	ship, boat	जहाज़ / नाव	noun	23. Transport	ふねで しまに 行きます。	I go to the island by boat.		n5.vocab.23-transport.ふね
道	みち	road	रास्ता	noun	23. Transport	この 道は あぶないです。	This road is dangerous.		n5.vocab.23-transport.道
しんごう	しんごう	traffic light, signal	ट्रैफ़िक लाइट	noun	23. Transport	しんごうが あかです。	The traffic light is red.		n5.vocab.23-transport.しんごう
べんきょう	べんきょう	study	पढ़ाई	noun	24. School and Study	まいにち べんきょうします。	I study every day.		n5.vocab.24-school-and-study.べんきょう
じゅぎょう	じゅぎょう	class, lesson	कक्षा / पाठ	noun	24. School and Study	じゅぎょうは 九時から です。	Class starts at 9.		n5.vocab.24-school-and-study.じゅぎょう
しゅくだい	しゅくだい	homework	गृहकार्य	noun	24. School and Study	しゅくだいを します。	I do my homework.		n5.vocab.24-school-and-study.しゅくだい
しけん	しけん	exam	परीक्षा	noun	24. School and Study	しけんは むずかしかったです。	The exam was difficult.		n5.vocab.24-school-and-study.しけん
テスト	テスト	test	टेस्ट	noun	24. School and Study	あした テストが あります。	There's a test tomorrow.		n5.vocab.24-school-and-study.テスト
しつもん	しつもん	question	प्रश्न	noun	24. School and Study	先生に しつもんを しました。	I asked the teacher a question.		n5.vocab.24-school-and-study.しつもん
こたえ	こたえ	answer	उत्तर	noun	24. School and Study	こたえを 書いて ください。	Please write the answer.		n5.vocab.24-school-and-study.こたえ
いみ	いみ	meaning	अर्थ	noun	24. School and Study	この ことばの いみは 何ですか。	What's the meaning of this word?		n5.vocab.24-school-and-study.いみ
ことば	ことば	word, language	शब्द / भाषा	noun	24. School and Study	日本語の ことばを おぼえます。	I memorize Japanese words.		n5.vocab.24-school-and-study.ことば
じ	じ	character (writing), letter (of an alphabet)	अक्षर / लिपि	noun	24. School and Study	じが きれいですね。	Your handwriting is pretty.		n5.vocab.24-school-and-study.じ
かんじ	かんじ	kanji, Chinese characters	कांजी	noun	24. School and Study	かんじを 書く れんしゅうを します。	I practice writing kanji.		n5.vocab.24-school-and-study.かんじ
かな	かな	kana	काना	noun	24. School and Study	かなで 書いて ください。	Please write in kana.		n5.vocab.24-school-and-study.かな
ひらがな	ひらがな	hiragana	हिरागाना	noun	24. School and Study	ひらがなを ぜんぶ おぼえました。	I memorized all hiragana.		n5.vocab.24-school-and-study.ひらがな
カタカナ	カタカナ	katakana	काताकाना	noun	24. School and Study	カタカナで 名前を 書きます。	I write my name in katakana.		n5.vocab.24-school-and-study.カタカナ
もじ	もじ	letter, character	लिपि / अक्षर	noun	24. School and Study	もじを 大きく 書きます。	I write the characters big.		n5.vocab.24-school-and-study.もじ
ぶん	ぶん	sentence	वाक्य	noun	24. School and Study	ぶんを 三つ 書いて ください。	Please write three sentences.		n5.vocab.24-school-and-study.ぶん
